issn	homepage
1002-0063	http://zgdl-e.periodicals.net.cn/
1002-0071	http://www.sciencedirect.com/science/journal/10020071
1002-0098	http://zhkqyx.periodicals.net.cn/
1002-0160	http://www.sciencedirect.com/science/journal/10020160
1002-0268	http://gljtkj.periodicals.net.cn/
1002-0411	http://xk.sia.cn/en/index.asp
1002-0446	http://jqr.periodicals.net.cn/
1002-0470	http://gjstx.periodicals.net.cn/
1002-0705	http://www.maney.co.uk/search?fwaction=show&fwid=358
1002-0721	http://www.sciencedirect.com/science/journal/10020721
1002-0829	http://www.saponline.org/en/
1002-0837	http://htyxyyxgc.periodicals.net.cn/
1002-087X	http://dianyjs.periodicals.net.cn/
1002-106X	http://lysj.periodicals.net.cn/
1002-1396	http://hcszjsl.periodicals.net.cn/
1002-1582	http://gxjs.periodicals.net.cn/
1002-185X	http://xyjsclygc.periodicals.net.cn/
1002-1892	http://zgxfcjwkzz.periodicals.net.cn/
1002-3208	http://bjswyxgc.periodicals.net.cn/
1002-6495	http://fskxyfhjs.periodicals.net.cn/
1002-6819	http://nygcxb.periodicals.net.cn/
1002-8501	http://ntkt.periodicals.net.cn/
1003-0603	http://zgwzbjjyx.periodicals.net.cn/
1003-0808	http://ykyj.periodicals.net.cn/
1003-1057	http://www.jcps.ac.cn
1003-1243	http://slfdxb.periodicals.net.cn/
1003-1456	http://mfkj.periodicals.net.cn/
1003-2169	http://rkxxb-e.periodicals.net.cn/
1003-3289	http://zgyxyxjs.periodicals.net.cn/
1003-4595	http://ddzgrk-e.periodicals.net.cn/
1003-501X	http://gdgc.periodicals.net.cn/
1003-5125	http://zgbdx.periodicals.net.cn/
1003-5214	http://jxhg.periodicals.net.cn/
1003-5370	http://zxyjh.periodicals.net.cn/
1003-6059	http://mssbyrgzn.periodicals.net.cn/
1003-6326	http://www.sciencedirect.com/science/journal/10036326
1003-6520	http://gdyjs.periodicals.net.cn/
1003-739X	http://hzjz.periodicals.net.cn/
1003-7985	http://dndxxb-e.periodicals.net.cn/
1003-8213	http://wxjgjs.periodicals.net.cn/
1003-8620	http://tsg.periodicals.net.cn/
1003-8728	http://jxkxyjs.periodicals.net.cn/
1003-9015	http://gxhxgcxb.periodicals.net.cn/
1003-9279	http://zhsyhlcbdx.periodicals.net.cn/
1003-9384	http://jxsyhg.periodicals.net.cn/
1003-9406	http://zhyxycx.periodicals.net.cn/
1003-9775	http://jsjfzsjytxxxb.periodicals.net.cn/
1003-9953	http://www.sciencedirect.com/science/journal/10039953
1004-0579	http://bjlgdxxb-e.periodicals.net.cn/
1004-0595	http://mcxxb.periodicals.net.cn/
1004-0609	http://zgysjsxb.periodicals.net.cn/
1004-0676	http://gjs.periodicals.net.cn/
1004-0978	http://zwzyyhjxb.periodicals.net.cn/
1004-132X	http://zgjxgc.periodicals.net.cn/
1004-1338	http://www.wanfangdata.com.cn/qikan/periodical.Articles/cjjs/index.html
1004-1699	http://cgjsxb.periodicals.net.cn/
1004-2474	http://ydysg.periodicals.net.cn/
1004-2822	http://www.opticsjournal.net/zgjgb/
1004-2857	http://www.tandfonline.com/loi/tpre20#.VRJqpfmG81I
1004-3756	http://xtkxyxtgcxb-e.periodicals.net.cn/
1004-4213	http://www.opticsjournal.net/gzxb/
1004-4388	http://yqjcs.periodicals.net.cn/
1004-4469	http://yk.periodicals.net.cn/
1004-4523	http://zdgcxb.periodicals.net.cn/
1004-4574	http://zrzhxb.periodicals.net.cn/
1004-499X	http://ddxb.periodicals.net.cn/
1004-5341	http://zghj-e.periodicals.net.cn/
1004-5619	http://fyxzz.periodicals.net.cn/
1004-6801	http://zdcsyzd.periodicals.net.cn/
1004-731X	http://www.china-simulation.com/esite/homepage.htm
1004-8227	http://cjlyzyyhj.periodicals.net.cn/
1004-9037	http://sjcjycl.periodicals.net.cn/
1004-924X	http://www.opticsjournal.net/gxjmgc/
1004-9541	http://www.sciencedirect.com/science/journal/10049541
1004-9649	http://zgdl.periodicals.net.cn/
1005-0086	http://gdzjg.periodicals.net.cn/
1005-0299	http://clkxygy.periodicals.net.cn/
1005-0302	http://www.sciencedirect.com/science/journal/10050302
1005-0388	http://dbkxxb.periodicals.net.cn/
1005-0930	http://yyjcygckxxb.periodicals.net.cn/
1005-1031	http://gxyysxxb-e.periodicals.net.cn/
1005-1120	http://njhkhtdxxb-e.periodicals.net.cn/
1005-2399	http://sylzyhg.periodicals.net.cn/
1005-2402	http://zzjsyjc.periodicals.net.cn/
1005-2615	http://njhkht.periodicals.net.cn/
1005-2763	http://kyyjykf.periodicals.net.cn/
1005-281X	http://hxjz.periodicals.net.cn/
1005-3026	http://dbdxxb.periodicals.net.cn/
1005-3085	http://gcsxxb.periodicals.net.cn/
1005-3093	http://clyjxb.periodicals.net.cn/
1005-3867	http://ejournals.worldscientific.com.sg/ac/ac.shtml
1005-4537	http://zgfsyfhxb.periodicals.net.cn/
1005-5053	http://hkclxb.periodicals.net.cn/
1005-748X	http://fsyfh.periodicals.net.cn/
1005-7854	http://ky.periodicals.net.cn/
1005-8850	http://www.sciencedirect.com/science/journal/10058850
1005-8885	http://www.sciencedirect.com/science/journal/10058885
1005-9040	http://www.sciencedirect.com/science/journal/10059040
1005-9113	http://hebgydxxb-e.periodicals.net.cn/
1005-9490	http://dzqj.periodicals.net.cn/
1005-9539	http://cdlgxyxb.periodicals.net.cn/
1005-9784	http://zngydxxb-e.periodicals.net.cn/
1005-9792	http://cn.qikan.com/gbqikan/mag.asp?issn=1005-9792
1005-9830	http://njlgdxxb.periodicals.net.cn/
1005-9954	http://hxgc.periodicals.net.cn/
1006-1266	http://www.sciencedirect.com/science/journal/10061266
1006-155X	http://wsdd.chinajournal.net.cn/
1006-2343	http://jxsjyyj.periodicals.net.cn/
1006-2467	http://shjtdxxb.periodicals.net.cn/
1006-2793	http://gthjjs.periodicals.net.cn/
1006-2823	http://whjtkjdxxb.periodicals.net.cn/
1006-3080	http://hdlgdxxb.periodicals.net.cn/
1006-396X	http://syhggdxx.periodicals.net.cn/
1006-4982	http://tianjdxxb-e.periodicals.net.cn/
1006-5431	http://hbgxyxb.periodicals.net.cn/
1006-5911	http://jsjjczzxt.periodicals.net.cn/
1006-6047	http://dlzdhsb.periodicals.net.cn/
1006-6748	http://gjstx-e.periodicals.net.cn/
1006-6780	http://hebjzdxxb.periodicals.net.cn/
1006-687X	http://yyyhjswxb.periodicals.net.cn/
1006-7043	http://hebgcdxxb.periodicals.net.cn/
1006-706X	http://www.sciencedirect.com/science/journal/1006706X
1006-7140	http://csdlxyxb.periodicals.net.cn/
1006-7191	http://www.maney.co.uk/search?fwaction=show&fwid=353
1006-7248	http://shkqyx.periodicals.net.cn/
1006-7329	http://cqjzdxxb.periodicals.net.cn/
1006-754X	http://www.journals.zju.edu.cn/gcsjxb
1006-7647	http://kkb.hhu.edu.cn/web/indexjz.asp?d_id=5
1006-768X	http://zcgy.periodicals.net.cn/
1006-7876	http://zhsjk.periodicals.net.cn/
1006-7884	http://zhjsk.periodicals.net.cn/
1006-7930	http://xajzkjdx.periodicals.net.cn/
1006-8341	http://fzgxjckxxb.periodicals.net.cn/
1006-852X	http://jgsymlmjgc.periodicals.net.cn/
1006-8740	http://rskxyjs.periodicals.net.cn/
1006-9097	http://mtxb-e.periodicals.net.cn/
1006-9283	http://www.springer.com/journal/11425/about
1006-9305	http://www.springer.com/journal/11427/about
1006-9313	http://www.springer.com/journal/11430/about
1006-9321	http://www.springer.com/journal/11431/about
1006-9798	http://qddxxb.periodicals.net.cn/
1006-9941	http://hncl.periodicals.net.cn/
1007-0214	http://www.sciencedirect.com/science/journal/10070214
1007-1172	http://shjtdxxb-e.periodicals.net.cn/
1007-1202	http://whdxxb-e.periodicals.net.cn/
1007-2012	http://sxgcxb.periodicals.net.cn/
1007-2276	http://www.opticsjournal.net/irla/
1007-2780	http://www.yjyxs.com/CN/volumn/home.shtml
1007-2802	http://kwysdqhxtb.periodicals.net.cn/
1007-2985	http://jsdxxb-z.periodicals.net.cn/
1007-3124	http://www.cqvip.com/QK/90272A/
1007-3418	http://zhgzbzz.periodicals.net.cn/
1007-4112	http://www.cqvip.com/qk/90144A/
1007-4252	http://gnclyqjxb.periodicals.net.cn/
1007-4376	http://www.sciencedirect.com/science/journal/10074376
1007-449X	http://emc.hrbust.edu.cn/
1007-4619	http://www.jors.cn
1007-4708	http://jslxxb.periodicals.net.cn/
1007-5704	http://www.sciencedirect.com/science/journal/10075704
1007-6069	http://sjdzgc.periodicals.net.cn/
1007-6417	http://shdxxb-e.periodicals.net.cn/
1007-662X	http://www.springeronline.com/journal/11676/about
1007-6735	http://shlgdxxb.periodicals.net.cn/
1007-7294	http://cblx.periodicals.net.cn/
1007-7812	http://hzyxb.periodicals.net.cn/
1007-8738	http://xbyfzmyxzz.periodicals.net.cn/
1007-8827	http://xxtcl.periodicals.net.cn/
1007-9327	http://www.wjgnet.com/1007-9327/
1007-9629	http://jzclxb.periodicals.net.cn/
1008-0562	http://lngcjsdxxb.periodicals.net.cn/
1008-0848	http://zgnkxzz.periodicals.net.cn/
1008-0872	http://zgsjkxzz.periodicals.net.cn/
1008-1275	http://www.sciencedirect.com/science/journal/10081275
1008-5882	http://zglcyyzz.periodicals.net.cn/
1008-6234	http://zgsyjgysyhgjs.periodicals.net.cn/
1008-682X	http://www.maney.co.uk/search?fwaction=show&fwid=355
1008-7125	http://wcbx.periodicals.net.cn/
1008-8830	http://www.cjcp.org/cjcpen/introen/index.html
1008-9209	http://zjdxxb-n.periodicals.net.cn/
1008-9292	http://zjdxxb-y.periodicals.net.cn/
1008-9497	http://www.journals.zju.edu.cn/sci
1008-973X	http://zjdxxb-g.periodicals.net.cn/
1009-0630	http://dlztkxyjs-e.periodicals.net.cn/
1009-1963	http://www.iop.org/Journals/CP
1009-2137	http://zgsyxyxzz.periodicals.net.cn/
1009-2587	http://zhsszz.periodicals.net.cn/
1009-2757	http://www.springer.com/journal/11432/about
1009-3079	http://www.wjgnet.com/1009-3079/index.jsp
1009-3087	http://scdxxb-g.periodicals.net.cn/
1009-3095	http://www.zju.edu.cn/jzus/ArchiveA.htm
1009-3419	http://zgfazz.periodicals.net.cn/
1009-3443	http://jfjlgdxxb.periodicals.net.cn/
1009-3591	http://zhnkx.periodicals.net.cn/
1009-4598	http://zhzxsswk.periodicals.net.cn/
1009-5020	http://www.springerlink.com/openurl.asp?genre=journal&issn=1009-5020
1009-5896	http://dzkxxk.periodicals.net.cn/
1009-606X	http://hgyj.periodicals.net.cn/
1009-6124	http://www.allertonpress.com/journals/sys.htm
1009-6248	http://www.xian.cgs.gov.cn/xibeidizhi/
1009-6264	http://jsrclxb.periodicals.net.cn/
1009-637X	http://www.springer.com/journal/11442/about
1009-7708	http://www.cjic.com.cn/
1009-9271	http://www.chjaa.org
1010-061X	http://www.blackwellpublishing.com/journal.asp?ref=1010-061X
1010-0652	http://www.psycontent.com/openurl.asp?genre=journal&issn=1010-0652
1010-4283	http://www.karger.com/tbi
1010-5182	http://www.sciencedirect.com/science/journal/10105182
1010-5395	http://www.apjph.org/
1010-5409	http://www.infomed.org/pharma-kritik/index.php
1010-6030	http://www.sciencedirect.com/science/journal/10106030
1010-6049	http://www.informaworld.com/openurl?genre=journal&issn=10106049
1010-660X	http://www.sciencedirect.com/science/journal/1010660X
1010-7940	http://ejcts.ctsnetjournals.org
1010-9609	http://www.who.int/druginformation/
1011-0070	http://www.springer.com/social+sciences/journal/11614
1011-1344	http://www.sciencedirect.com/science/journal/10111344
1011-2367	http://www.ajas.info/
1011-288X	http://mhsrvweb.medhyg.ch/revues/r_premiere.php4?revue=1
1011-372X	http://www.springeronline.com/journal/10562/about
1011-3924	http://www.ajol.info/journal_index.php?ab=bcse
1011-4564	http://jms.ndmctsgh.edu.tw/english/index.asp
1011-6125	http://www.karger.com/sfn
1011-6370	http://www.palgrave-journals.com/development/
1011-6702	http://www.kluwerlawonline.com/toc.php?area=Journals&mode=bypub&level=4&values=Journals~~Journal+of+World+Trade
1011-6842	http://www.ceps.com.tw/ec/ecJnlIntro.aspx?Jnliid=758
1011-6877	http://www.psycontent.com/openurl.asp?genre=journal&issn=1011-6877
1011-6958	http://www.ceps.com.tw/ec/ecJnlIntro.aspx?Jnliid=447
1011-7571	http://www.karger.com/mpp
1011-7970	http://hjc.med.uoc.gr/
1011-8934	http://jkms.kams.or.kr/
1011-8942	http://www.ophthalmology.org/kjo_search/intro.html
1012-0386	http://www.ttp.net/1012-0386.html
1012-0394	http://www.ttp.net/1012-0394.html
1012-0750	http://sajg.geoscienceworld.org/
1012-1080	http://www.ajol.info/journal_index.php?ab=jsda
1012-1587	http://redalyc.uaemex.mx/redalyc/src/inicio/HomRevRed.jsp?iCveEntRev=310
1012-1617	http://www.saber.ula.ve/regeoven/
1012-1692	http://ecotropicos.saber.ula.ve
1012-2346	http://www.pythagoras.org.za/index.php/pythagoras/index
1012-2443	http://www.springeronline.com/journal/10472/about
1012-2508	http://www.scielo.org.ve/scielo.php?script=sci_issues&pid=1012-2508&lng=es&nrm=iso
1012-5302	http://www.pflege-zeitschrift.ch/
1012-6902	http://irs.sagepub.com/
1012-8298	http://www.angelfire.com/rnb/bmb/home.html
1012-8832	http://www.kau.edu.sa/centers/spc/jkau/earth/
1012-8840	http://www.kau.edu.sa/centers/spc/JKAU/Marine/
1012-9367	http://www.pakjs.com/
1012-9405	http://www.springer.com/mathematics/journal/13370
1013-090X	http://research.dils.tku.edu.tw/joemls/
1013-1469	http://www.sws-rundschau.at/
1013-2511	http://iir.nccu.edu.tw/english/I&S.htm
1013-3119	http://www.abb.com/abbreview
1013-5472	http://www.jpmi.org
1013-7025	http://www.sciencedirect.com/science/journal/10137025
1013-9052	http://www.sciencedirect.com/science/journal/10139052
1013-929X	http://www.tandfonline.com/RCWR
1013-9826	http://www.ttp.net/1013-9826.html
1013-9923	http://www.medicine.org.hk/hkps/journal/home.htm
1014-711X	http://monographs.iarc.fr/ENG/Monographs/supplements.php
1014-8221	http://www.karger.com/orn
1014-8485	http://www.euro.who.int/entrenous
1015-0145	http://content.karger.com/ProdukteDB/produkte.asp?Aktion=ShowEachType&ProduktNr=228373
1015-0684	http://www.ganzheitsmedizin.ch/ganzheitsmedizin.html
1015-079X	http://www.ajol.info/journal_index.php?ab=dai
1015-0889	http://www.kidneybangla.org/journal.html
1015-0951	http://www.akujournal.com/
1015-1621	http://www.springeronline.com/journal/00027/about
1015-2008	http://www.karger.com/pat
1015-3802	http://www.springer.com/geography/human+geography/journal/12132?cm_mmc=AD-_-enews-_-BIO1803-_-0
1015-3837	http://www.karger.com/fdt
1015-4442	http://www.agu.edu.bh/en/magazine/index1.asp
1015-5759	http://www.hhpub.com/journals/ejpa/
1015-5856	http://ciche.caece.net/
1015-6305	http://www.blackwellpublishing.com/journal.asp?ref=1015-6305
1015-7867	http://www.resourcebooks.co.nz/phd/phd.htm
1015-8138	http://www.2456.com/ata/
1015-8146	http://www.medhyg.ch/new_site/revuesgrp/geneticcoun.php
1015-8618	http://ajns.paans.org
1015-8634	http://www.kms.or.kr/home/journal/old/bkms/
1015-8812	http://journals.sabinet.co.za/ej/ejour_ecoman.html
1015-8987	http://www.karger.com/cpb
1015-9584	http://www.sciencedirect.com/science/journal/10159584
1015-9657	http://www.cvjsa.co.za
1015-9770	http://www.karger.com/ced
1016-1104	http://jsciences.ut.ac.ir
1016-2291	http://www.karger.com/pne
1016-2364	http://www.iis.sinica.edu.tw/page/jise/Introduction.html
1016-2372	http://bme.ntu.edu.tw/4_research/5_issue01.htm
1016-3190	http://www.sciencedirect.com/science/journal/10163190
1016-3271	http://www.kida.re.kr/english2005/
1016-3328	http://www.springeronline.com/journal/00037/about
1016-443X	http://www.springeronline.com/journal/00039/about
1016-5126	http://www.logos.com.tr/tr/p_jinekoloji.asp
1016-5134	http://www.logos.com.tr/sendrom.asp
1016-5142	http://www.logos.com.tr/tr/p_pedcer.asp
1016-5150	http://www.logos.com.tr/tr/p_anestezi.asp
1016-5169	http://www.tkd.org.tr/
1016-6262	http://www.karger.com/ver
1016-7390	http://www.sim.org.tw/journal/jourmenu.asp
1016-796X	http://www.uitp-pti.com/index.cfm
1016-8478	http://www.springerlink.com/openurl.asp?genre=journal&issn=1016-8478
1016-8664	http://www.iabse.ethz.ch/journalsei/general/index.php
1016-8737	http://www.informaworld.com/openurl?genre=journal&issn=10168737
1016-8974	http://www.ukzn.ac.za/heard/publications/publicationsAIDsAnalysisAfrica.htm
1016-9040	http://www.apa.org/journals/epp/
1017-0405	http://www3.stat.sinica.edu.tw/statistica/
1017-0669	http://www.jciie.ciie.org.tw/ojs/index.php/jciie
1017-0839	http://tao.cgu.org.tw/
1017-1274	http://www.cuhk.edu.hk/ics/clrc/english/pub_scl.html
1017-1398	http://www.springeronline.com/journal/11075/about
1017-1606	http://monographs.iarc.fr/
1017-1819	http://jims.ms.tku.edu.tw/
1017-6772	http://www.blackwellpublishing.com/journal.asp?ref=1017-6772
1017-7825	http://bric.postech.ac.kr/publications/jmb/
1017-7833	http://www.psikofarmakoloji.org/eng/
1017-9909	http://spiedl.aip.org/dbt/dbt.jsp?KEY=JEIME5
1017-995X	http://www.sciencedirect.com/science/journal/1017995X
1018-0389	http://www.revistacalitateavietii.ro/
1018-1172	http://www.karger.com/jvr
1018-1601	http://review.management.ntu.edu.tw/ntucmstw/
1018-1806	https://www.degruyter.com/view/j/helia
1018-2438	http://www.karger.com/iaa
1018-3337	http://www.marineornithology.org
1018-3639	http://www.sciencedirect.com/science/journal/10183639
1018-3647	http://www.sciencedirect.com/science/journal/10183647
1018-4619	http://www.psp-parlar.de/
1018-4813	http://www.nature.com/ejhg/
1018-4864	http://www.springeronline.com/journal/11235/about
1018-5291	http://www.cirdap.org.sg/Apjord.htm
1018-5895	http://www.palgrave-journals.com/gpp/
1018-6689	http://www.austceram.com/PastJournal.asp
1018-7782	http://www.karger.com/exn
1018-8665	http://www.karger.com/drm
1018-8827	http://www.springeronline.com/journal/00787/about
1018-8843	http://www.karger.com/ggr
1018-8916	http://www.karger.com/nam
1018-8940	http://www.rsroc.org.tw/
1018-9068	http://www.jiaci.org/
1019-066X	http://www.kup.at/journals/fertilitaet/index.html
1019-1291	http://www.verlag-hanshuber.com/Osteo
1019-1941	http://mmj.dergisi.org/
1019-3103	http://www.turkjcancer.org/index.php3
1019-3316	http://www.maik.ru/journals/herald.htm
1019-5149	http://www.turkishneurosurgery.org.tr/
1019-6439	http://www.spandidos-publications.com/ijo/
1019-6781	http://www.springer.com/business/business+information+systems/journal/12525?detailsPage=aimsAndScopes
1019-6838	http://www.aedem-virtual.com/inscripcion.php
1019-7168	http://www.springeronline.com/journal/10444/about
1019-8113	http://www.medicosecuador.com/revecuatneurol
1019-8385	http://www.intlpress.com/CAG/
1019-8466	http://content.karger.com/ProdukteDB/produkte.asp?Aktion=JournalHome&ProduktNr=227245&ContentOnly=false
1019-9128	http://search.sabinet.co.za/savet/
1020-0010	http://www.ilo.org/wow/index.htm
1020-3397	http://www.emro.who.int/Publications/EMHJ/index.asp
1020-4067	http://rsq.oxfordjournals.org/
1020-4148	http://www.itu.int/itunews/manager/index.asp?lang=en
1020-4989	http://www.scielosp.org/scielo.php?script=sci_serial&pid=1020-4989&lng=en&nrm=iso
1020-6167	http://www.who.int/ipcs/publications/cicad/en/
1020-7635	http://www.imf.org/external/pubs/ft/staffp/archive.htm
1020-895X	http://w3.whosea.org/en/Section10/Section332_1097.htm
1021-0989	http://www.sportswearnet.com/
1021-2000	http://www.civils.org.za/
1021-2019	http://journals.sabinet.co.za/ej/ejour_civileng.html
1021-335X	http://www.spandidos-publications.com/or/
1021-3589	http://journals.sabinet.co.za/ej/ejour_ento.html
1021-3619	http://www.cityu.edu.hk/rccp/eng_hkjsc.htm
1021-4437	http://www.springeronline.com/journal/11183/about
1021-447X	http://www.eri.uct.ac.za/ERI%20WEBSITE_page13.htm
1021-5506	http://zoolstud.sinica.edu.tw/
1021-7096	http://www.karger.com/fkm
1021-7401	http://www.karger.com/nim
1021-7762	http://www.karger.com/fpl
1021-7770	http://www.springeronline.com/journal/11373/about
1021-8181	http://www.actapress.com/Content_of_Proceeding.aspx?proceedingID=243
1021-9498	http://www.sciencedirect.com/science/journal/10219498
1021-9722	http://www.springeronline.com/journal/00030/about
1021-9986	http://www.ijcce.ac.ir/IJCCE/index.htm
1022-0038	http://www.springeronline.com/journal/11276/about
1022-0119	http://www.ajol.info/journal_index.php?ab=ajrfs
1022-0461	http://www.saiia.org.za/modules.php?op=modload&name=News&file=article&sid=241&CAMSSID=1dc55ccf5c4aee01e76ceb9d6d51262d
1022-0690	http://joq.iem.yzu.edu.tw/
1022-1336	http://www.interscience.wiley.com/jpages/1022-1336/
1022-1344	http://www.interscience.wiley.com/jpages/1022-1344/
1022-1352	http://www.interscience.wiley.com/jpages/1022-1352/
1022-1360	http://www.interscience.wiley.com/jpages/1022-1360/
1022-1824	http://www.springerlink.com/openurl.asp?genre=journal&issn=1022-1824
1022-386X	http://www.pakmedinet.com/journal.php?id=JCPSP
1022-4653	http://zgdzzz-e.periodicals.net.cn/
1022-4742	http://www.mmc-edu.org/mmj.html
1022-5129	http://www.socgastro.org.pe/biblioteca/revista/rev_port.asp
1022-5528	http://www.springeronline.com/journal/11244/about
1022-5536	http://www.josonline.org/
1022-5706	http://www.tandfonline.com/loi/rage20#.VQ_gSY6G81I
1022-6877	http://www.karger.com/ear
1022-7091	http://www.springerlink.com/openurl.asp?genre=journal&issn=1022-7091
1022-7636	http://ser.cienve.org.tw
1022-7954	http://www.springeronline.com/journal/11177/about
1022-9272	http://www.kemri.org/African%20Journal%20of%20health%20Scences.html
1022-9760	http://www.springeronline.com/journal/10965/about
1023-0904	http://www.kup.at/journals/menopause/index.html
1023-1935	http://www.springeronline.com/journal/11175/about
1023-2044	http://www.romsem.unibas.ch/vals-asla/bulletin/tables.htm
1023-2141	http://www.publichealth.org.tw/cjph.html
1023-2796	http://ind.ntou.edu.tw/~jmst/
1023-3830	http://www.springeronline.com/journal/00011/about
1023-4063	http://www.ccamlr.org/pu/e/e_pubs/cs/intro.htm
1023-5809	http://www.copernicus.org/EGU/npg/npg.html
1023-6090	http://www.kup.at/journals/urologie/index.html
1023-6104	http://www.banglajol.info/index.php/UJZRU
1023-6171	http://www.oldcitypublishing.com/Transgenics/Transgenics.html
1023-6198	http://www.informaworld.com/openurl?genre=journal&issn=10236198
1023-6244	http://www.informaworld.com/openurl?genre=journal&issn=10236244
1023-6368	http://www.waternunc.com/fr/jhydro_jeh.htm
1023-666X	http://www.informaworld.com/openurl?genre=journal&issn=1023666X
1023-6732	http://www.informaworld.com/openurl?genre=journal&issn=10236732
1023-697X	http://www.hkie.org.hk/publication/transactions/index.asp
1023-7267	http://www.etl.url.tw/index.php
1023-7763	http://www.kup.at/journals/mineralstoffwechsel/index.html
1023-8166	http://www.tandf.co.uk/journals/titles/10238166.asp
1023-8654	http://www.banglajol.info/index.php/JBS
1023-8883	http://www.springeronline.com/journal/11249/about
1023-9030	http://www.otterspecialistgroup.org/Bulletin/IUCNOSGBull.html
1023-9332	http://www.verlag-hanshuber.com/zeitschriften/journal.php?abbrev=SUR
1023-9499	http://www.pjreview.info
1024-0098	http://www.kup.at/journals/kardiologie/index.html
1024-123X	http://www.hindawi.com/GetVolumes.aspx?journal=mpe
1024-2422	http://www.informaworld.com/openurl?genre=journal&issn=10242422
1024-2430	http://www.informaworld.com/openurl?genre=journal&issn=10242430
1024-2694	http://www.informaworld.com/openurl?genre=journal&issn=10242694
1024-2708	http://www.hkmj.org/
1024-5294	http://www.maneypublishing.com/journals/com
1024-7696	http://www.math.md/en/publications/basm/
1024-8072	http://www.informaworld.com/openurl?genre=journal&issn=10248072
1024-8560	http://www.maik.rssi.ru/cgi-perl/journal.pl?name=optatoc&lang=eng
1024-8684	http://www.kjse.kuniv.edu.kw/english/default.asp
1024-9079	http://www.hkcem.com/
1024-9435	http://scielo.sld.cu/scielo.php?script=sci_issues&pid=1024-9435&lng=en&nrm=iso
1025-1979	http://www.ajol.info/journal_index.php?ab=safp
1025-3823	http://www.iuhpe.org/?page=19&lang=en
1025-3890	http://www.informaworld.com/openurl?genre=journal&issn=10253890
1025-448X	http://www.ersnet.org/ers/default.aspx?id=68
1025-5508	http://www.ekonomia.ucy.ac.cy/
1025-5818	http://www.informaworld.com/openurl?genre=journal&issn=10255818
1025-5834	http://www.hindawi.com/GetVolumes.aspx?journal=jia
1025-5842	http://www.informaworld.com/openurl?genre=journal&issn=10255842
1025-6016	http://www.informaworld.com/openurl?genre=journal&issn=10256016
1025-6059	http://www.gulfpetrolink.net/publication/geoarabia.htm
1025-8140	http://www.informaworld.com/openurl?genre=journal&issn=10258140
1025-8620	http://journals.ut.ac.ir/issueuser/IssueArchive.aspx?MissID=12
1025-8973	http://www.actapress.com/Content_of_Proceeding.aspx?proceedingID=379
1025-9112	http://www.springeronline.com/journal/10230/about
1025-9589	http://www.ayubmed.edu.pk/JAMC/
1025-9848	http://www.sciencedirect.com/science/journal/10259848
1026-0188	http://journals.ut.ac.ir/page/journal-main-page.html?jourId=10
1026-0226	http://www.hindawi.com/GetVolumes.aspx?journal=ddns
1026-051X	http://www.biosoil.ru/fee/
1026-0862	http://www.iwmi.cgiar.org/Publications/IWMI_Research_Reports/index.aspx
1026-1265	http://www.iranppi.org/journal/
1026-2121	http://www.hkjpsych.com/
1026-3098	http://www.sciencedirect.com/science/journal/10263098
1026-4469	http://www.tfri.gov.tw/enu/pub_science_cat.aspx
1026-5511	http://www.informaworld.com/openurl?genre=journal&issn=10655131
1026-6542	http://journals.ut.ac.ir/issueuser/IssueArchive.aspx?MissID=51
1026-7735	http://www.informaworld.com/openurl?genre=journal&issn=10519998
1026-8774	http://satori.geociencias.unam.mx/
1027-0221	http://www.tpsr.tw
1027-264X	http://www.actapress.com/Content_of_Proceeding.aspx?proceedingID=224
1027-2658	http://www.actapress.com/Content_of_Proceeding.aspx?proceedingID=226
1027-2852	http://www.bioline.org.br/ba
1027-3662	http://www.informaworld.com/openurl?genre=journal&issn=10273662
1027-3719	http://www.iuatld.org/full_picture/en/educ_materials/ijtld/ijtld.phtml?id_categorie=4
1027-3948	http://www.hkcfp.org.hk/
1027-3956	http://www.afmac.org.mx/
1027-4510	http://www.springerlink.com/openurl.asp?genre=journal&issn=1027-4510
1027-4642	http://www.ktf.franko.lviv.ua/JPS/index.html
1027-4979	http://foreign.tku.edu.tw/TKUENGLISH/libraryRes/InterAffair.asp
1027-5193	http://eiop.or.at/eiop/
1027-5487	http://www.math.nthu.edu.tw/~tjm/
1027-5495	http://www.isc.kharkov.com/journal
1027-5606	http://www.copernicus.org/EGU/hess/hess.html
1027-5851	http://www.rcom.ru/IJAV/
1027-6084	http://www2.tku.edu.tw/~tddx/jfs/
1027-7358	http://www.concawe.org/Content/Default.asp?PageID=3
1027-8117	http://www.sciencedirect.com/science/journal/10278117
1028-2327	http://www.kup.at/journals/hypertonie/index.html
1028-2580	http://www.informaworld.com/openurl?genre=journal&issn=10282580
1028-3153	http://jsi.sagepub.com/
1028-334X	http://www.maik.ru/journals/earthsci.htm
1028-3358	http://www.springer.com/journal/11446/about
1028-4001	http://www.ns.org.hk/publications.htm
1028-415X	http://www.informaworld.com/openurl?genre=journal&issn=1028415X
1028-4559	http://www.sciencedirect.com/science/journal/10284559
1028-5938	http://www.imbiomed.com/1/1/articulos.php?method=showIndex&id_revista=5
1028-5954	http://www.euratex.org/content/bulletin.html
1028-6020	http://www.informaworld.com/openurl?genre=journal&issn=10286020
1028-6608	http://www.informaworld.com/openurl?genre=journal&issn=10286608
1028-6624	http://www.oldcitypublishing.com/IRM/IRM.html
